"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Ad set budget","Ad set budget type","Amount spent (USD)","Attribution setting","CPM (cost per 1,000 impressions) (USD)",Impressions,Frequency,Reach,"CTR (Link)","Link clicks",Results,"Result indicator","Cost per results",Ends
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,"Instagram Reels",In-app,"Android Smartphone",inactive,10,Daily,1.5,"7-day click, 1-day view, or 1-day engaged-view",9.090909,165,1.240602,133,0.03030303,5,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,"Instagram Reels",In-app,iPad,inactive,10,Daily,0.04,"7-day click, 1-day view, or 1-day engaged-view",10,4,1.333333,3,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,"Instagram Reels",In-app,iPhone,inactive,10,Daily,8.77,"7-day click, 1-day view, or 1-day engaged-view",8.976459,977,1.243003,786,0.03172979,31,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,"Instagram Stories",In-app,"Android Smartphone",inactive,10,Daily,1.7,"7-day click, 1-day view, or 1-day engaged-view",11.111111,153,1.443396,106,0.04575163,7,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,"Instagram Stories",In-app,iPad,inactive,10,Daily,0.03,"7-day click, 1-day view, or 1-day engaged-view",7.5,4,1.333333,3,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,"Instagram Stories",In-app,iPhone,inactive,10,Daily,12.69,"7-day click, 1-day view, or 1-day engaged-view",9.829589,1291,1.495944,863,0.02711077,35,1,actions:offsite_conversion.fb_pixel_lead,12.69,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,Feed,Desktop,Desktop,inactive,10,Daily,0.03,"7-day click, 1-day view, or 1-day engaged-view",4.285714,7,1,7,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,Feed,In-app,"Android Smartphone",inactive,10,Daily,1.68,"7-day click, 1-day view, or 1-day engaged-view",9.230769,182,1.3,140,0.02197802,4,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,Feed,In-app,iPad,inactive,10,Daily,0.11,"7-day click, 1-day view, or 1-day engaged-view",22,5,1.25,4,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,Feed,In-app,iPhone,inactive,10,Daily,10.38,"7-day click, 1-day view, or 1-day engaged-view",9.885714,1050,1.262019,832,0.0152381,16,,,,2025-07-31
