"Campaign name","Time of day (viewer's time zone)","Ad Set Name","Ad name","Campaign ID","Ad set ID","Ad ID","Delivery status","Delivery level","Ad Set Name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)",Frequency,"Link clicks","CPC (cost per link click)","CTR (Link)","Clicks (all)","CPM (cost per 1,000 impressions)","CTR (link click-through rate)","Adds to cart","Cost per add to cart","Adds to cart conversion value","Reporting starts","Reporting ends"
IG_FB_US_LA_UpStairs_25-38_InstantForm,"20:00:00 - 20:59:59",LA_UpStairs_25-38_European,LA_UpStairs_25-38_Flyer_European,120232784158330429,120232784158500429,120232784158440429,inactive,ad,LA_UpStairs_25-38_European,"7-day click or 1-day view","Meta Leads",6,133,135,0.27597057,-,-,-,1.65582343,1.01503759,29,0.05709736,0.21481481,34,12.26535874,21.48148148,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"22:00:00 - 22:59:59",LA_UpStairs_25-38_Asian,LA_UpStairs_25-38_Flyer_Asian,120232784158330429,120232784158530429,120232784158410429,inactive,ad,LA_UpStairs_25-38_Asian,"7-day click or 1-day view","Meta Leads",2,132,144,0.80806683,-,-,-,1.61613365,1.09090909,9,0.17957041,0.0625,11,11.22315036,6.25,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"18:00:00 - 18:59:59",LA_UpStairs_25-38_Asian,"LA_UpStairs_25-38_FlyerV2_Asian - Copy",120232784158330429,120232784158530429,120232907484610429,not_delivering,ad,LA_UpStairs_25-38_Asian,"7-day click or 1-day view","Meta Leads",2,127,132,0.77,-,-,-,1.54,1.03937008,6,0.25666667,0.04545455,8,11.66666667,4.54545455,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"16:00:00 - 16:59:59",LA_UpStairs_25-38_European,"LA_UpStairs_25-38_FlyerV2_European - Copy",120232784158330429,120232784158500429,120232907552640429,not_delivering,ad,LA_UpStairs_25-38_European,"7-day click or 1-day view","Meta Leads",5,137,143,0.308,-,-,-,1.54,1.04379562,16,0.09625,0.11188811,23,10.76923077,11.18881119,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"17:00:00 - 17:59:59",LA_UpStairs_25-38_White,LA_UpStairs_25-38_FlyerV3_Sephia,120232784158330429,120232784158490429,120232918335220429,not_delivering,ad,LA_UpStairs_25-38_White,"7-day click or 1-day view","Meta Leads",5,140,142,0.284,-,-,-,1.42,1.01428571,8,0.1775,0.05633803,13,10,5.63380282,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"14:00:00 - 14:59:59",LA_UpStairs_25-38_SingleWomanWestHollywood,"LA_UpStairs_25-38_Flyer_SingleWoman - Copy",120232784158330429,120232784158540429,120232784158450429,not_delivering,ad,LA_UpStairs_25-38_SingleWomanWestHollywood,"7-day click or 1-day view","Meta Leads",,95,107,,-,-,-,1.39577889,1.12631579,6,0.23262982,0.05607477,8,13.04466257,5.60747664,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"22:00:00 - 22:59:59",LA_UpStairs_25-38_European,LA_UpStairs_25-38_Flyer_European,120232784158330429,120232784158500429,120232784158440429,inactive,ad,LA_UpStairs_25-38_European,"7-day click or 1-day view","Meta Leads",6,133,136,0.22970006,-,-,-,1.37820034,1.02255639,21,0.06562859,0.15441176,26,10.13382603,15.44117647,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"20:00:00 - 20:59:59",LA_UpStairs_25-38_SingleWomanWestHollywood,"LA_UpStairs_25-38_Flyer_SingleWoman - Copy",120232784158330429,120232784158540429,120232784158450429,not_delivering,ad,LA_UpStairs_25-38_SingleWomanWestHollywood,"7-day click or 1-day view","Meta Leads",1,105,110,1.3359598,-,-,-,1.3359598,1.04761905,2,0.6679799,0.01818182,3,12.14508908,1.81818182,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"12:00:00 - 12:59:59",LA_UpStairs_25-38_SingleWomanWestHollywood,"LA_UpStairs_25-38_Flyer_SingleWoman - Copy",120232784158330429,120232784158540429,120232784158450429,not_delivering,ad,LA_UpStairs_25-38_SingleWomanWestHollywood,"7-day click or 1-day view","Meta Leads",1,97,110,1.3160201,-,-,-,1.3160201,1.13402062,6,0.21933668,0.05454545,8,11.9638191,5.45454545,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"17:00:00 - 17:59:59",LA_UpStairs_25-38_African,"LA_UpStairs_25-38_FlyerV2_African - Copy",120232784158330429,120232784158480429,120232907699500429,not_delivering,ad,LA_UpStairs_25-38_African,"7-day click or 1-day view","Meta Leads",3,98,102,0.43,-,-,-,1.29,1.04081633,8,0.16125,0.07843137,13,12.64705882,7.84313725,,,,2025-05-01,2025-09-20
