"Reporting starts","Reporting ends","Campaign name","Campaign Delivery","Ad set budget","Ad set budget type","Amount spent (USD)","Attribution setting","CPM (cost per 1,000 impressions) (USD)",Impressions,Frequency,Reach,"CTR (Link)","Link clicks",Results,"Result indicator","Cost per results",Ends
2025-08-27,2025-08-27,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-27,2025-08-27,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-26,2025-08-26,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-26,2025-08-26,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-26,2025-08-26,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-26,2025-08-26,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-26,2025-08-26,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,40.49,"7-day click, 1-day view, or 1-day engaged-view",6.254248,6474,1.155659,5602,0.01143034,74,,,,Ongoing
2025-08-26,2025-08-26,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,39.45,"7-day click or 1-day view",9.142526,4315,1.434985,3007,0.03035921,131,,,,Ongoing
2025-08-26,2025-08-26,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-26,2025-08-26,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-26,2025-08-26,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-26,2025-08-26,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-26,2025-08-26,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-26,2025-08-26,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-26,2025-08-26,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-26,2025-08-26,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-26,2025-08-26,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-26,2025-08-26,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-26,2025-08-26,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-25,2025-08-25,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-25,2025-08-25,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-25,2025-08-25,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-25,2025-08-25,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-25,2025-08-25,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,24.89,"7-day click, 1-day view, or 1-day engaged-view",9.301196,2676,1.148005,2331,0.02092676,56,,,,Ongoing
2025-08-25,2025-08-25,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,14.48,"7-day click or 1-day view",13.009883,1113,2.001799,556,0.02425876,27,,,,Ongoing
2025-08-25,2025-08-25,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-25,2025-08-25,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-25,2025-08-25,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-25,2025-08-25,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-25,2025-08-25,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-25,2025-08-25,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-25,2025-08-25,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-25,2025-08-25,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-25,2025-08-25,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-25,2025-08-25,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-25,2025-08-25,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-24,2025-08-24,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-24,2025-08-24,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-24,2025-08-24,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-24,2025-08-24,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-24,2025-08-24,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,56.34,"7-day click, 1-day view, or 1-day engaged-view",19.281314,2922,1.541139,1896,0.01334702,39,,,,Ongoing
2025-08-24,2025-08-24,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,69.03,"7-day click or 1-day view",15.589431,4428,2.477896,1787,0.01377597,61,,,,Ongoing
2025-08-24,2025-08-24,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-24,2025-08-24,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-24,2025-08-24,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-24,2025-08-24,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-24,2025-08-24,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-24,2025-08-24,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-24,2025-08-24,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-24,2025-08-24,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-24,2025-08-24,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-24,2025-08-24,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-24,2025-08-24,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-23,2025-08-23,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-23,2025-08-23,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-23,2025-08-23,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-23,2025-08-23,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-23,2025-08-23,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,40.82,"7-day click, 1-day view, or 1-day engaged-view",7.462523,5470,1.155959,4732,0.0226691,124,,,,Ongoing
2025-08-23,2025-08-23,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,40.04,"7-day click or 1-day view",6.476868,6182,1.284171,4814,0.03704303,229,,,,Ongoing
2025-08-23,2025-08-23,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-23,2025-08-23,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-23,2025-08-23,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-23,2025-08-23,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-23,2025-08-23,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-23,2025-08-23,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-23,2025-08-23,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-23,2025-08-23,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-23,2025-08-23,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-23,2025-08-23,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-23,2025-08-23,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-22,2025-08-22,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-22,2025-08-22,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-22,2025-08-22,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-22,2025-08-22,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-22,2025-08-22,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,40.88,"7-day click, 1-day view, or 1-day engaged-view",7.779258,5255,1.193776,4402,0.02036156,107,,,,Ongoing
2025-08-22,2025-08-22,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,40.14,"7-day click or 1-day view",7.98806,5025,1.314413,3823,0.03343284,168,,,,Ongoing
2025-08-22,2025-08-22,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-22,2025-08-22,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-22,2025-08-22,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-22,2025-08-22,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-22,2025-08-22,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-22,2025-08-22,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-22,2025-08-22,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-22,2025-08-22,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-22,2025-08-22,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-22,2025-08-22,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-22,2025-08-22,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-21,2025-08-21,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-21,2025-08-21,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-21,2025-08-21,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-21,2025-08-21,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-21,2025-08-21,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,37.61,"7-day click, 1-day view, or 1-day engaged-view",8.659913,4343,1.217209,3568,0.01588764,69,,,,Ongoing
2025-08-21,2025-08-21,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,37.83,"7-day click or 1-day view",8.955966,4224,1.368762,3086,0.02485795,105,,,,Ongoing
2025-08-21,2025-08-21,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-21,2025-08-21,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-21,2025-08-21,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-21,2025-08-21,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-21,2025-08-21,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-21,2025-08-21,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-21,2025-08-21,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-21,2025-08-21,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-21,2025-08-21,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-21,2025-08-21,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-21,2025-08-21,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-20,2025-08-20,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-20,2025-08-20,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-20,2025-08-20,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-20,2025-08-20,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-20,2025-08-20,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,43.48,"7-day click, 1-day view, or 1-day engaged-view",8.692523,5002,1.238119,4040,0.01919232,96,,,,Ongoing
2025-08-20,2025-08-20,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,40.2,"7-day click or 1-day view",8.909574,4512,1.300288,3470,0.02814716,127,,,,Ongoing
2025-08-20,2025-08-20,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-20,2025-08-20,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-20,2025-08-20,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-20,2025-08-20,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-20,2025-08-20,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-20,2025-08-20,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-20,2025-08-20,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-20,2025-08-20,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-20,2025-08-20,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-20,2025-08-20,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-20,2025-08-20,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-19,2025-08-19,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-19,2025-08-19,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-19,2025-08-19,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-19,2025-08-19,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-08-19,2025-08-19,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,42.49,"7-day click, 1-day view, or 1-day engaged-view",7.825046,5430,1.242279,4371,0.01804788,98,,,,Ongoing
2025-08-19,2025-08-19,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,40.79,"7-day click or 1-day view",9.902889,4119,1.284378,3207,0.02670551,110,,,,Ongoing
2025-08-19,2025-08-19,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-19,2025-08-19,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-19,2025-08-19,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-19,2025-08-19,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-19,2025-08-19,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-08-19,2025-08-19,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-08-19,2025-08-19,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
