"Campaign name","Time of day (viewer's time zone)","Ad Set Name","Ad name","Campaign ID","Ad set ID","Ad ID","Delivery status","Delivery level","Ad Set Name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)",Frequency,"Link clicks","CPC (cost per link click)","CTR (Link)","Clicks (all)","CPM (cost per 1,000 impressions)","CTR (link click-through rate)","Adds to cart","Cost per add to cart","Adds to cart conversion value","Reporting starts","Reporting ends"
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"23:00:00 - 23:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228376044240429,120228376044250429,120228376044290429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,20,20,20,1.5,-,-,-,0.03,1,,,0,0,1.5,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"07:00:00 - 07:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228376044240429,120228376044250429,120228376044290429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,15,15,15,2,-,-,-,0.03,1,,,0,0,2,,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"11:00:00 - 11:59:59",MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"CRS_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy 2",120228904648040429,120228904648030429,120228904648070429,not_delivering,ad,MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,6,6,,-,-,-,0.03,1,1,0.03,0.16666667,1,5,16.66666667,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"00:00:00 - 00:59:59",MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"CRS_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy 2",120228904648040429,120228904648030429,120228904648070429,not_delivering,ad,MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,6,6,,-,-,-,0.03,1,,,0,0,5,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"14:00:00 - 14:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228376044240429,120228376044250429,120228376044290429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,19,19,19,1.57894737,-,-,-,0.03,1,,,0,0,1.57894737,,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Interest-2ND,"03:00:00 - 03:59:59",Interest,"I-CRS - Piss Guy",120226607761310429,120226607761300429,120227141801580429,not_delivering,ad,Interest,"7-day click or 1-day view","Landing page views",,3,3,,-,-,-,0.03,1,2,0.015,0.66666667,1,10,66.66666667,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"22:00:00 - 22:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228376044240429,120228376044250429,120228376044290429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,35,35,35,0.85714286,-,-,-,0.03,1,,,0,0,0.85714286,,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","14:00:00 - 14:59:59",FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Video_EN_Toronto_OCT5_4PM_Big_9-14-25,120231844648880429,120231844648950429,120232777956840429,active,ad,FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,10,10,,-,-,-,0.03,1,1,0.03,0.1,1,3,10,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"18:00:00 - 18:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228376044240429,120228376044250429,120228376044290429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,20,20,20,1.5,-,-,-,0.03,1,,,0,0,1.5,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"10:00:00 - 10:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794610429,120229371794690429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,5,5,,-,-,-,0.03,1,,,0,0,6,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"15:00:00 - 15:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794610429,120229371794690429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,13,13,,-,-,-,0.03,1,,,0,1,2.30769231,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"12:00:00 - 12:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228376044240429,120228376044250429,120228376044290429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,30,30,30,1,-,-,-,0.03,1,,,0,0,1,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"04:00:00 - 04:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_Big_6-27-25,120228376044240429,120228376044250429,120228376044300429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,4,4,4,5.13888889,-,-,-,0.02055556,1,,,0,0,5.13888889,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"18:00:00 - 18:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228374765560429,120228374765570429,120228375931600429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,36,36,36,0.56790123,-,-,-,0.02044444,1,,,0,0,0.56790123,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"17:00:00 - 17:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228374765560429,120228374765570429,120228375931600429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,12,12,12,1.7037037,-,-,-,0.02044444,1,,,0,0,1.7037037,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"05:00:00 - 05:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228374765560429,120228374765570429,120228375931600429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,4,4,4,5.11111111,-,-,-,0.02044444,1,,,0,0,5.11111111,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"12:00:00 - 12:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228374765560429,120228374765570429,120228375931600429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,14,14,14,1.46031746,-,-,-,0.02044444,1,,,0,0,1.46031746,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"20:00:00 - 20:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228374765560429,120228374765570429,120228375931600429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,13,13,13,1.57264957,-,-,-,0.02044444,1,1,0.02044444,0.07692308,2,1.57264957,7.69230769,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"15:00:00 - 15:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_Big_6-27-25,120228374765560429,120228374765570429,120228374765590429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,25,25,25,0.80533333,-,-,-,0.02013333,1,,,0,0,0.80533333,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"05:00:00 - 05:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_Big_6-27-25,120228374765560429,120228374765570429,120228374765590429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,9,9,9,2.23703704,-,-,-,0.02013333,1,,,0,0,2.23703704,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"05:00:00 - 05:59:59",M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228376702820429,120228376702810429,120228376702870429,not_delivering,ad,M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,11,11,11,1.82976259,-,-,-,0.02012739,1,,,0,0,1.82976259,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"06:00:00 - 06:59:59",M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"Video_EN_TOR_OCT4_97PM_FrenchPersian_6-27-25 - Copy",120228376702820429,120228376702810429,120228376702850429,not_delivering,ad,M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,18,18,18,1.11751521,-,-,-,0.02011527,1,,,0,0,1.11751521,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"08:00:00 - 08:59:59",M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_Big_6-27-25,120228376702820429,120228376702810429,120228376702840429,not_delivering,ad,M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,16,16,16,1.25637755,-,-,-,0.02010204,1,,,0,0,1.25637755,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"10:00:00 - 10:59:59",M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_Big_6-27-25,120228376702820429,120228376702810429,120228376702840429,not_delivering,ad,M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,28,28,28,0.71793003,-,-,-,0.02010204,1,,,0,0,0.71793003,,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"01:00:00 - 01:59:59","MW_21-45_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25 - Copy",Video_EN_Toronto_OCT5_7PM_MaxPromo_7-24-25,120229365441750429,120229371694880429,120229628236640429,not_delivering,ad,"MW_21-45_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25 - Copy","7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,6,6,,-,-,-,0.02007042,1,1,0.02007042,0.16666667,1,3.34507042,16.66666667,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"06:00:00 - 06:59:59","MW_21-45_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25 - Copy",Video_EN_Toronto_OCT5_7PM_MaxPromo_7-24-25,120229365441750429,120229371694880429,120229628236640429,not_delivering,ad,"MW_21-45_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25 - Copy","7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,7,7,,-,-,-,0.02007042,1,1,0.02007042,0.14285714,1,2.86720322,14.28571429,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"16:00:00 - 16:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228376044240429,120228376044250429,120228376044290429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,18,18,18,1.11111111,-,-,-,0.02,1,,,0,0,1.11111111,,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","09:00:00 - 09:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Video_EN_Toronto_OCT5_4PM_Big_9-14-25,120231844648880429,120231844648870429,120232777982140429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,13,13,,-,-,-,0.02,1,1,0.02,0.07692308,3,1.53846154,7.69230769,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"01:00:00 - 01:59:59","MW_21-45_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25 - Copy",CRS_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229365441750429,120229371694880429,120229371694870429,not_delivering,ad,"MW_21-45_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25 - Copy","7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,5,5,,-,-,-,0.02,1,,,0,0,4,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"03:00:00 - 03:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Video_EN_Toronto_OCT5_7PM_MaxPromo_7-24-25,120229371794620429,120229371794610429,120229628001780429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3,3,,-,-,-,0.02,1,,,0,0,6.66666667,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"22:00:00 - 22:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Video_EN_Toronto_OCT5_7PM_MaxPromo_7-24-25,120229371794620429,120229371794610429,120229628001780429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4,4,,-,-,-,0.02,1,,,0,1,5,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"19:00:00 - 19:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Video_EN_Toronto_OCT5_7PM_MaxPromo_7-24-25,120229371794620429,120229371794610429,120229628001780429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4,4,,-,-,-,0.02,1,,,0,1,5,,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"02:00:00 - 02:59:59","MW_21-45_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25 - Copy",CRS_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229365441750429,120229371694880429,120229371694870429,not_delivering,ad,"MW_21-45_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25 - Copy","7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4,4,,-,-,-,0.02,1,,,0,0,5,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"20:00:00 - 20:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Video_EN_Toronto_OCT5_7PM_MaxPromo_7-24-25,120229371794620429,120229371794610429,120229628001780429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,2,2,,-,-,-,0.02,1,,,0,1,10,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"14:00:00 - 14:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794610429,120229371794690429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,6,6,,-,-,-,0.02,1,2,0.01,0.33333333,3,3.33333333,33.33333333,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"07:00:00 - 07:59:59",MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"CRS_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy 2",120228904648040429,120228904648030429,120228904648070429,not_delivering,ad,MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,5,5,,-,-,-,0.02,1,,,0,0,4,,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"17:00:00 - 17:59:59",MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"CRS_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy 2",120228904648040429,120228904648030429,120228904648070429,not_delivering,ad,MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,7,7,,-,-,-,0.02,1,,,0,0,2.85714286,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"06:00:00 - 06:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228376044240429,120228376044250429,120228376044290429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,8,8,8,2.5,-,-,-,0.02,1,,,0,0,2.5,,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"19:00:00 - 19:59:59",MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"CRS_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy 2",120228904648040429,120228904648030429,120228904648070429,not_delivering,ad,MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,5,5,,-,-,-,0.02,1,,,0,0,4,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"06:00:00 - 06:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794610429,120229371794690429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3,3,,-,-,-,0.02,1,,,0,0,6.66666667,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"02:00:00 - 02:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794610429,120229371794690429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3,3,,-,-,-,0.02,1,,,0,0,6.66666667,,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","08:00:00 - 08:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Video_EN_Toronto_OCT5_4PM_Big_9-14-25,120231844648880429,120231844648870429,120232777982140429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,15,16,,-,-,-,0.02,1.06666667,,,0,2,1.25,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"17:00:00 - 17:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228376044240429,120228376044250429,120228376044290429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,13,13,13,1.53846154,-,-,-,0.02,1,,,0,0,1.53846154,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"09:00:00 - 09:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794610429,120229371794690429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,2,2,,-,-,-,0.02,1,,,0,0,10,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"20:00:00 - 20:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228376044240429,120228376044250429,120228376044290429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,12,12,12,1.66666667,-,-,-,0.02,1,,,0,0,1.66666667,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"21:00:00 - 21:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_Big_6-27-25,120228376044240429,120228376044250429,120228376044300429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,24,24,24,0.42824074,-,-,-,0.01027778,1,,,0,0,0.42824074,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"05:00:00 - 05:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_Big_6-27-25,120228376044240429,120228376044250429,120228376044300429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,10,10,10,1.02777778,-,-,-,0.01027778,1,,,0,0,1.02777778,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"02:00:00 - 02:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_Big_6-27-25,120228376044240429,120228376044250429,120228376044300429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,3,3,3,3.42592593,-,-,-,0.01027778,1,,,0,0,3.42592593,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"03:00:00 - 03:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228374765560429,120228374765570429,120228375931600429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,3,3,3,3.40740741,-,-,-,0.01022222,1,,,0,0,3.40740741,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"08:00:00 - 08:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228374765560429,120228374765570429,120228375931600429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,7,7,7,1.46031746,-,-,-,0.01022222,1,,,0,0,1.46031746,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"02:00:00 - 02:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,CRS_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228374765560429,120228374765570429,120228375931600429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,2,2,2,5.11111111,-,-,-,0.01022222,1,,,0,0,5.11111111,,,,,2025-05-01,2025-09-20
