"Reporting starts","Reporting ends","Campaign name","Time of day (viewer's time zone)","Campaign Delivery","Ad set budget","Ad set budget type","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Amount spent (USD)",Ends
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"00:00:00 - 00:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1604,1719,,5.97,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"00:00:00 - 00:59:59",inactive,20,Daily,"7-day click or 1-day view",,,520,528,,2.840273,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"00:00:00 - 00:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2336,reach,2336,2336,1.4273053,3.334185,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"00:00:00 - 00:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2135,reach,2135,2135,1.34210994,2.865405,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"00:00:00 - 00:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1625,reach,1625,1685,1.61044294,2.61697,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"00:00:00 - 00:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2594,reach,2594,2622,1.41313524,3.665673,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"00:00:00 - 00:59:59",inactive,20,Daily,"7-day click or 1-day view",,,4211,4692,,18.3,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"00:00:00 - 00:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2418,2572,,10.28,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"00:00:00 - 00:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,4724,5197,,25.03,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"00:00:00 - 00:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2521,2765,,16.35,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"00:00:00 - 00:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,511,565,,3.65,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"00:00:00 - 00:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,1337,1440,,6.47,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"01:00:00 - 01:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2950,3218,,10.58,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"01:00:00 - 01:59:59",inactive,20,Daily,"7-day click or 1-day view",,,682,738,,3.360323,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"01:00:00 - 01:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2100,reach,2100,2112,1.40652742,2.953708,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"01:00:00 - 01:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2354,reach,2354,2404,1.28109099,3.015688,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"01:00:00 - 01:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2163,reach,2163,2232,1.39530187,3.018038,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"01:00:00 - 01:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",7432,reach,7432,7997,0.49188069,3.655657,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"01:00:00 - 01:59:59",inactive,20,Daily,"7-day click or 1-day view",,,3726,4038,,15.14,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"01:00:00 - 01:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2819,3068,,12.45,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"01:00:00 - 01:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,3019,3338,,18.45,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"01:00:00 - 01:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2648,3194,,21.36,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"01:00:00 - 01:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,1029,1095,,5.6,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"01:00:00 - 01:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,1586,1720,,7.04,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"02:00:00 - 02:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1093,1161,,3.96,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"02:00:00 - 02:59:59",inactive,20,Daily,"7-day click or 1-day view",,,177,183,,0.870084,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"02:00:00 - 02:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",731,reach,731,737,1.38340544,1.011269,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"02:00:00 - 02:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",954,reach,954,954,1.29174466,1.232324,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"02:00:00 - 02:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",4031,reach,4031,4270,1.08450583,4.371643,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"02:00:00 - 02:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",4178,reach,4178,4640,0.5010147,2.093239,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"02:00:00 - 02:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1646,1781,,6.66,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"02:00:00 - 02:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1309,1407,,5.83,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"02:00:00 - 02:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,1311,1460,,7.04,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"02:00:00 - 02:59:59",inactive,20,Daily,"7-day click or 1-day view",,,934,1058,,5.73,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"02:00:00 - 02:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,283,318,,1.66,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"02:00:00 - 02:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,542,586,,2.39,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"03:00:00 - 03:59:59",inactive,20,Daily,"7-day click or 1-day view",,,672,694,,2.31,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"03:00:00 - 03:59:59",inactive,20,Daily,"7-day click or 1-day view",,,150,156,,0.800077,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"03:00:00 - 03:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",380,reach,380,380,1.2910943,0.490616,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"03:00:00 - 03:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",669,reach,669,683,1.45266528,0.971833,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"03:00:00 - 03:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1778,reach,1778,1918,0.75566837,1.343578,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"03:00:00 - 03:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",3273,reach,3273,3709,0.48348577,1.582449,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"03:00:00 - 03:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1091,1152,,4.43,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"03:00:00 - 03:59:59",inactive,20,Daily,"7-day click or 1-day view",,,823,885,,3.69,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"03:00:00 - 03:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,835,965,,4.74,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"03:00:00 - 03:59:59",inactive,20,Daily,"7-day click or 1-day view",,,509,596,,3.37,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"03:00:00 - 03:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,170,183,,0.94,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"03:00:00 - 03:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,319,331,,1.31,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"04:00:00 - 04:59:59",inactive,20,Daily,"7-day click or 1-day view",,,647,692,,2.45,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"04:00:00 - 04:59:59",inactive,20,Daily,"7-day click or 1-day view",,,181,198,,0.950091,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"04:00:00 - 04:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",273,reach,273,279,1.32033865,0.360452,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"04:00:00 - 04:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",512,reach,512,514,1.19365773,0.611153,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"04:00:00 - 04:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2013,reach,2013,2119,0.64254587,1.293445,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"04:00:00 - 04:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2115,reach,2115,2254,0.46407515,0.981519,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"04:00:00 - 04:59:59",inactive,20,Daily,"7-day click or 1-day view",,,907,980,,4.25,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"04:00:00 - 04:59:59",inactive,20,Daily,"7-day click or 1-day view",,,881,927,,4.05,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"04:00:00 - 04:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,972,1064,,6.02,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"04:00:00 - 04:59:59",inactive,20,Daily,"7-day click or 1-day view",,,560,639,,3.83,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"04:00:00 - 04:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,205,223,,1.42,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"04:00:00 - 04:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,317,334,,1.38,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"05:00:00 - 05:59:59",inactive,20,Daily,"7-day click or 1-day view",,,889,950,,3.63,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"05:00:00 - 05:59:59",inactive,20,Daily,"7-day click or 1-day view",,,305,330,,1.540148,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"05:00:00 - 05:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",328,reach,328,328,1.00736203,0.330415,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"05:00:00 - 05:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",662,reach,662,674,1.19560863,0.791493,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"05:00:00 - 05:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2098,reach,2098,2312,0.5926174,1.243311,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"05:00:00 - 05:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2123,reach,2123,2208,0.50478495,1.071658,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"05:00:00 - 05:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1196,1284,,5.47,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"05:00:00 - 05:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1345,1466,,6.21,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"05:00:00 - 05:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,1267,1394,,7.74,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"05:00:00 - 05:59:59",inactive,20,Daily,"7-day click or 1-day view",,,797,936,,5.7,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"05:00:00 - 05:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,324,362,,2.02,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"05:00:00 - 05:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,507,525,,2.04,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"06:00:00 - 06:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1456,1519,,5.86,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"06:00:00 - 06:59:59",inactive,20,Daily,"7-day click or 1-day view",,,667,706,,3.480335,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"06:00:00 - 06:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",610,reach,610,611,1.37877987,0.841056,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"06:00:00 - 06:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1078,reach,1078,1128,1.36621331,1.472778,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"06:00:00 - 06:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2081,reach,2081,2099,0.5348218,1.112964,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"06:00:00 - 06:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2213,reach,2213,2291,0.66528623,1.472278,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"06:00:00 - 06:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2147,2268,,10.19,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"06:00:00 - 06:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2350,2708,,11.54,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"06:00:00 - 06:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,2049,2241,,11.78,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"06:00:00 - 06:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1351,1577,,9.24,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"06:00:00 - 06:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,550,604,,3.75,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"06:00:00 - 06:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,1088,1186,,4.94,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"07:00:00 - 07:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2332,2489,,10.05,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"07:00:00 - 07:59:59",inactive,20,Daily,"7-day click or 1-day view",,,873,932,,4.460429,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"07:00:00 - 07:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1384,reach,1384,1398,1.43243387,1.982488,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"07:00:00 - 07:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1881,reach,1881,1881,1.29963372,2.444611,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"07:00:00 - 07:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2260,reach,2260,2364,0.71872835,1.624326,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"07:00:00 - 07:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2722,reach,2722,2885,0.55559898,1.51234,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"07:00:00 - 07:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2896,3164,,13.08,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"07:00:00 - 07:59:59",inactive,20,Daily,"7-day click or 1-day view",,,3566,3888,,16.27,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"07:00:00 - 07:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,2843,3205,,16.76,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"07:00:00 - 07:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1770,2077,,11.94,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"07:00:00 - 07:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,751,846,,4.51,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"07:00:00 - 07:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,1254,1381,,5.62,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"08:00:00 - 08:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2807,3016,,11.88,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"08:00:00 - 08:59:59",inactive,20,Daily,"7-day click or 1-day view",,,835,898,,3.990384,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"08:00:00 - 08:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2561,reach,2561,2565,1.34491348,3.444323,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"08:00:00 - 08:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2617,reach,2617,2669,1.31696629,3.446501,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"08:00:00 - 08:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2192,reach,2192,2239,0.80506384,1.7647,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"08:00:00 - 08:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2531,reach,2531,2590,0.65688381,1.662573,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"08:00:00 - 08:59:59",inactive,20,Daily,"7-day click or 1-day view",,,3216,3467,,14.25,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"08:00:00 - 08:59:59",inactive,20,Daily,"7-day click or 1-day view",,,3583,4014,,16.04,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"08:00:00 - 08:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,3538,4076,,21.09,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"08:00:00 - 08:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2193,2574,,15.48,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"08:00:00 - 08:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,825,895,,5.71,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"08:00:00 - 08:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,1345,1414,,5.96,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"09:00:00 - 09:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2900,2968,,11.7,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"09:00:00 - 09:59:59",inactive,20,Daily,"7-day click or 1-day view",,,706,755,,3.560342,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"09:00:00 - 09:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2683,reach,2683,2837,1.4479599,3.884876,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"09:00:00 - 09:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",3176,reach,3176,3176,1.34699915,4.278069,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"09:00:00 - 09:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1942,reach,1942,1976,1.01196396,1.965234,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"09:00:00 - 09:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1995,reach,1995,2027,0.86851199,1.732681,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"09:00:00 - 09:59:59",inactive,20,Daily,"7-day click or 1-day view",,,3041,3224,,12.73,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"09:00:00 - 09:59:59",inactive,20,Daily,"7-day click or 1-day view",,,3279,3589,,14.41,2025-07-31
