"Campaign name","Ad Set Name","Ad name",Placement,"Delivery status","Delivery level","Ad Set Name","Amount spent (USD)","Attribution setting","CPM (cost per 1,000 impressions)",Impressions,Frequency,Reach,"CTR (Link)","Link clicks","Landing page views rate per link clicks","Result type",Results,"Cost per result","Adds to cart","Reporting starts","Reporting ends"
IG_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,MW_21-45_EN_Feed_OCT28_Columbus_MediaLover_8-2-2025,Flyer_EN_OCT28_Columbus_7PM_MaxName_8-2-2025,Feed,not_delivering,ad,MW_21-45_EN_Feed_OCT28_Columbus_MediaLover_8-2-2025,10.92,"7-day click or 1-day view",8.24150943,1325,1.21225984,1093,0.02415094,32,,"Landing page views",,,,2025-04-01,2025-09-17
IG_US_Columbus_CMH_1028_7PM_C25_W_LPViews_EN_Feed_9-3-2025,IG_WM_24-45_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-8-2025,Flyer_EN_OCT28_Columbus_LAL_7PM_MaxName_9-8-2025,"Instagram Stories",not_delivering,ad,IG_WM_24-45_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-8-2025,10.6,"7-day click or 1-day view",47.11111111,225,3.57142857,63,0.02222222,5,,"Landing page views",3,3.53333333,,2025-04-01,2025-09-17
IG_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,MW_21-45_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,Flyer_EN_OCT28_Columbus_7PM_MaxName_8-2-2025,Feed,not_delivering,ad,MW_21-45_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,10.52345598,"7-day click or 1-day view",9.64569751,1091,1.19496166,913,0.03208066,35,,"Landing page views",,,,2025-04-01,2025-09-17
US-Columbus-SignUp-EN-OCT2025-Target,Targeted,T-Flyer,"Ads on Reels",not_delivering,ad,Targeted,9.97250818,"7-day click or 1-day view",1.67859084,5941,1.44164038,4121,0.00993099,59,,"Landing page views",35,0.28492881,1,2025-04-01,2025-09-17
IG_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,MW_21-45_EN_Feed_OCT28_Columbus_7PM_BrandMaxAmini_08-02-2025,Video_EN_OCT28_Columbus_7PM_PissGuy_8-2-2025,"Instagram Reels",not_delivering,ad,MW_21-45_EN_Feed_OCT28_Columbus_7PM_BrandMaxAmini_08-02-2025,9.88,"7-day click or 1-day view",7.93574297,1245,1.18571429,1050,0.02811245,35,,"Landing page views",,,,2025-04-01,2025-09-17
IG_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,MW_21-45_EN_Feed_OCT28_Columbus_MediaLover_8-2-2025,Flyer_EN_OCT28_Columbus_7PM_MaxName_8-2-2025,"Instagram Stories",not_delivering,ad,MW_21-45_EN_Feed_OCT28_Columbus_MediaLover_8-2-2025,9.41,"7-day click or 1-day view",9.95767196,945,1.19167718,793,0.03492063,33,,"Landing page views",,,,2025-04-01,2025-09-17
IG_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,MW_21-45_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,Video_EN_OCT28_Columbus_7PM_NotADoctor_8-2-2025,"Instagram Stories",not_delivering,ad,MW_21-45_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,9.31,"7-day click or 1-day view",11.39534884,817,1.23975721,659,0.07343941,60,,"Landing page views",,,,2025-04-01,2025-09-17
FB_US_Columbus_CMH_1028_7PM_C25_W_LPViews_EN_Feed_9-3-2025,FB_WM_27-50_EN_Feed_OCT28_Columbus_7PM_FBIGEngagement_9-2-2025,Flyer_EN_OCT28_Columbus_7PM_MaxName_9-2-2025,Feed,not_delivering,ad,FB_WM_27-50_EN_Feed_OCT28_Columbus_7PM_FBIGEngagement_9-2-2025,8.76636628,"7-day click or 1-day view",6.28864152,1394,1.30524345,1068,0.03586801,50,,"Landing page views",43,0.20386898,49,2025-04-01,2025-09-17
IG_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,MW_21-45_EN_Feed_OCT28_Columbus_7PM_BrandMaxAmini_08-02-2025,Video_EN_OCT28_Columbus_7PM_PissGuy_8-2-2025,"Instagram Stories",not_delivering,ad,MW_21-45_EN_Feed_OCT28_Columbus_7PM_BrandMaxAmini_08-02-2025,8.7,"7-day click or 1-day view",17.68292683,492,1.10313901,446,0.04878049,24,,"Landing page views",,,,2025-04-01,2025-09-17
IG_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,MW_21-45_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,Flyer_EN_OCT28_Columbus_7PM_MaxName_8-2-2025,"Instagram Reels",not_delivering,ad,MW_21-45_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,8.63283509,"7-day click or 1-day view",7.61944844,1133,1.17166494,967,0.03089144,35,,"Landing page views",,,,2025-04-01,2025-09-17
